keys,zh,en
UNLOCK_BUFF_TOWER_ATTACK,Tower DMG +10%,Tower DMG +10%
UNLOCK_BUFF_GOLD_BONUS,Gold Income +10%,Gold Income +10%
SUMMARY_FAMILY_ORIGIN,你出生在一个%s家庭。,You were born into a %s family.
SUMMARY_UNIVERSITY_PATH,你通过高考进入大学，开启了知识改变命运的道路。,You entered university through Gaokao, starting a path of knowledge changing destiny.
SUMMARY_VOCATIONAL_PATH,你选择了职高路线，早早步入社会。,You chose vocational school and entered society early.
SUMMARY_DIFFERENT_PATH,你的求学之路与众不同。,Your educational journey was unique.
SUMMARY_FOUND_LOVE,大学里你遇到了真爱。,You found true love in college.
SUMMARY_MARRIED,你组建了家庭，有了温暖的港湾。,You started a family, finding a warm harbor.
SUMMARY_FIRST_JOB,你凭借努力获得了第一份工作。,You earned your first job through hard work.
SUMMARY_RICH_LIFE,你的人生经历丰富多彩，积累了深厚的智慧。,Your life was rich and colorful, accumulating deep wisdom.
SUMMARY_UPS_AND_DOWNS,你的人生有起有落，但始终在前行。,Your life had ups and downs, but you kept moving forward.
SUMMARY_QUIET_LIFE,你的人生平淡但安稳。,Your life was simple but stable.
SUMMARY_FINAL_AGE,你走过了%d个春秋，最终%s。,You lived through %d years, and finally %s.
FAMILY_DEFAULT,普通,Ordinary
TOWER_COUNT_FORMAT,%d次,%d uses
BATTLE_VICTORY,胜利,Victory
BATTLE_DEFEAT,失败,Defeat
EXP_BONUS_FORMAT,，经验获取提升%.0f%%,, exp bonus +%.0f%%
EVENT_FATHER_BACK_NAME,父亲的背影,Father's Silhouette
EVENT_FATHER_BACK_DESC,父亲扛着50斤麻袋从集市回来，汗湿透了衬衫。,"Father carries a 50-pound sack from the market, his shirt soaked with sweat."
OPTION_FATHER_BACK_A,跑上去帮忙,Run up to help
OPTION_FATHER_BACK_B,在门口等着,Wait at the door
OPTION_FATHER_BACK_C,假装没看见,Pretend not to see
EVENT_FATHER_SICK_NAME,父亲的腰,Father's Back
EVENT_FATHER_SICK_DESC,电话里母亲说：你爸腰疼得直不起来。,Mother calls: Your father's back hurts so much he can't stand straight.
OPTION_FATHER_SICK_A,立刻请假回老家,Take leave and go home immediately
OPTION_FATHER_SICK_B,买了膏药寄回去,Buy medicine patches and mail them
OPTION_FATHER_SICK_C,工作正忙……再看看,Work is busy... I'll see later
OPTION_FATHER_SICK_D,带父亲去省城看病,Take father to the provincial hospital
EVENT_FATHER_RETIRE_NAME,父亲退休了,Father Retires
EVENT_FATHER_RETIRE_DESC,父亲正式从工地退休了，一辈子没攒下多少钱。,Father officially retires from the construction site. He didn't save much in a lifetime.
OPTION_FATHER_RETIRE_A,爸，来城里住吧,"Dad, come live in the city"
OPTION_FATHER_RETIRE_B,每个月寄钱回去,Send money home every month
OPTION_FATHER_RETIRE_C,爸，接你来住,"Dad, let's have you stay with us"
OPTION_FATHER_RETIRE_D,自己顾自己吧,Look after yourself
EVENT_FATHER_FINAL_NAME,父亲病危,Father is Critical
EVENT_FATHER_FINAL_DESC,你守在父亲床边，他拉着你的手。,You sit by your father's bedside. He holds your hand.
OPTION_FATHER_FINAL_A,爸，你放心走,"Dad, you can go in peace"
OPTION_FATHER_FINAL_B,我不舍得你走,I can't bear to let you go
EVENT_FATHER_ALONE_NAME,孤独的告别,A Lonely Farewell
EVENT_FATHER_ALONE_DESC,你接到电话时，父亲已经走了。,"By the time you get the call, father is already gone."
OPTION_FATHER_ALONE_A,赶回老家奔丧,Rush home for the funeral
OPTION_FATHER_ALONE_B,实在走不开,I really can't leave
EVENT_FATHER_MEMORY_NAME,父亲的椅子,Father's Chair
EVENT_FATHER_MEMORY_DESC,你坐在父亲生前坐过的椅子上，忽然明白了什么。,You sit in your father's old chair and suddenly understand something.
OPTION_FATHER_MEMORY_A,我做得够好了,I did well enough
OPTION_FATHER_MEMORY_B,子欲养而亲不待,"I wanted to care for him, but it's too late"
OPTION_FATHER_MEMORY_C,我辜负了他,I failed him
EVENT_FATHER_LEGACY_NAME,父亲的遗物,Father's Belongings
EVENT_FATHER_LEGACY_DESC,你发现父亲留下了一本日记。,You find your father's diary.
OPTION_FATHER_LEGACY_A,把日记传给下一代,Pass the diary to the next generation
OPTION_FATHER_LEGACY_B,默默珍藏,Cherish it silently
OPTION_FATHER_LEGACY_C,读了，泪流满面,"Read it, tears streaming down"
EVENT_MOTHER_NAG_NAME,唠叨,Nagging
EVENT_MOTHER_NAG_DESC,母亲唠叨你穿秋裤、好好读书。,Mother nags you to wear long johns and study hard.
OPTION_MOTHER_NAG_A,乖乖听话,Obey obediently
OPTION_MOTHER_NAG_B,知道了知道了,"I know, I know"
OPTION_MOTHER_NAG_C,你懂什么,What do you know
EVENT_MOTHER_VISIT_NAME,母亲来看你,Mother Visits
EVENT_MOTHER_VISIT_DESC,母亲坐了4小时火车来看你，带了一袋子自家种的菜。,"Mother took a 4-hour train to see you, bringing a bag of homegrown vegetables."
OPTION_MOTHER_VISIT_A,妈，辛苦了,"Mom, you've worked so hard"
OPTION_MOTHER_VISIT_B,怎么不提前说一声,Why didn't you tell me in advance
OPTION_MOTHER_VISIT_C,妈，对不起,"Mom, I'm sorry"
OPTION_MOTHER_VISIT_D,继续冷淡,Stay cold
EVENT_MOTHER_SICK_SERIOUS_NAME,母亲重病,Mother is Seriously Ill
EVENT_MOTHER_SICK_SERIOUS_DESC,母亲查出重病，需要手术。,Mother is diagnosed with a serious illness. Surgery is needed.
OPTION_MOTHER_SICK_A,花多少都要治,"Whatever it costs, we must treat it"
OPTION_MOTHER_SICK_B,借钱也要治,Borrow money to treat it
OPTION_MOTHER_SICK_C,良心发现，全力救治,"Conscience awakens, do everything possible"
OPTION_MOTHER_SICK_D,实在没钱……,I really don't have the money...
EVENT_MOTHER_RECOVERY_NAME,母亲康复,Mother Recovers
EVENT_MOTHER_RECOVERY_DESC,母亲手术成功，恢复得不错。,Mother's surgery was successful. She's recovering well.
OPTION_MOTHER_RECOVERY_A,接母亲同住,Have mother live with us
OPTION_MOTHER_RECOVERY_B,经常回去看望,Visit often
OPTION_MOTHER_RECOVERY_C,雇佣保姆照顾,Hire a caregiver
EVENT_MOTHER_DECLINE_NAME,母亲衰退,Mother Declines
EVENT_MOTHER_DECLINE_DESC,母亲的身体越来越差了。,Mother's health keeps declining.
OPTION_MOTHER_DECLINE_A,尽量多陪伴,Spend as much time as possible with her
OPTION_MOTHER_DECLINE_B,请护工,Hire a nurse
OPTION_MOTHER_DECLINE_C,逃避,Avoid it
EVENT_MOTHER_FINAL_MEMORY_NAME,母亲的遗物,Mother's Belongings
EVENT_MOTHER_FINAL_MEMORY_DESC,母亲走了。你整理她的遗物，发现了一些东西。,"Mother has passed. While sorting her belongings, you find something."
OPTION_MOTHER_MEMORY_A,母亲留下了一封长信,Mother left a long letter
OPTION_MOTHER_MEMORY_B,母亲临终前说：我不怪他,Mother said before passing: I don't blame them
OPTION_MOTHER_MEMORY_C,一张小时候的照片,A childhood photo
EVENT_MEET_SPOUSE_NAME,遇见你,Meeting You
EVENT_MEET_SPOUSE_DESC,你遇到了那个改变你一生的人。,You meet the person who will change your life.
OPTION_MEET_SPOUSE_A,大学同学,College classmate
OPTION_MEET_SPOUSE_B,相亲认识,Blind date
OPTION_MEET_SPOUSE_C,工作中偶遇,Met at work
EVENT_PROPOSAL_NAME,求婚,The Proposal
EVENT_PROPOSAL_DESC,你觉得是时候了。,You feel it's time.
OPTION_PROPOSAL_A,浪漫求婚,Romantic proposal
OPTION_PROPOSAL_B,简单求婚,Simple proposal
OPTION_PROPOSAL_C,家人催促,Family is pushing
EVENT_WEDDING_NAME,婚礼,The Wedding
EVENT_WEDDING_DESC,婚礼当天。,The wedding day.
OPTION_WEDDING_A,大办婚礼,Grand wedding
OPTION_WEDDING_B,简单办,Simple ceremony
OPTION_WEDDING_C,不办，领证就行,"Just register, no ceremony"
EVENT_FIRST_CHILD_BIRTH_NAME,孩子出生了,A Child is Born
EVENT_FIRST_CHILD_BIRTH_DESC,你的孩子出生了！,Your child is born!
OPTION_FIRST_CHILD_A,是个男孩！,It's a boy!
OPTION_FIRST_CHILD_B,是个女孩！,It's a girl!
OPTION_FIRST_CHILD_C,双胞胎！一儿一女,Twins! A boy and a girl
EVENT_SECOND_CHILD_NAME,再要一个？,Another One?
EVENT_SECOND_CHILD_DESC,配偶说：要不要再要一个？,Your spouse asks: Should we have another?
OPTION_SECOND_CHILD_A,要！多子多福,"Yes! More children, more blessings"
OPTION_SECOND_CHILD_B,一个够了,One is enough
EVENT_CHILD_SCHOOL_NAME,择校,Choosing a School
EVENT_CHILD_SCHOOL_DESC,孩子上学了，面临择校选择。,Your child is starting school. Time to choose.
OPTION_CHILD_SCHOOL_A,选最好的学校,Choose the best school
OPTION_CHILD_SCHOOL_B,就近上学，快乐童年,"Nearby school, happy childhood"
OPTION_CHILD_SCHOOL_C,看孩子自己选,Let the child decide
EVENT_CHILD_REBELLION_NAME,青春期叛逆,Teenage Rebellion
EVENT_CHILD_REBELLION_DESC,孩子青春期叛逆了。,Your child is rebelling in their teenage years.
OPTION_CHILD_REBELLION_A,继续施压,Keep the pressure on
OPTION_CHILD_REBELLION_B,放低姿态谈心,Open up and talk heart to heart
OPTION_CHILD_REBELLION_C,孩子反而更自觉了,The child becomes more self-disciplined
OPTION_CHILD_REBELLION_D,孩子选了歪路,The child chose the wrong path
EVENT_CHILD_COLLEGE_NAME,高考出分,College Entrance Exam Results
EVENT_CHILD_COLLEGE_DESC,孩子高考出分了！,Your child's exam results are out!
OPTION_CHILD_COLLEGE_A,考上了！,They got in!
OPTION_CHILD_COLLEGE_B,考上了！,They got in!
OPTION_CHILD_COLLEGE_C,没考上……,They didn't get in...
EVENT_CHILD_CAREER_NAME,孩子的事业,Child's Career
EVENT_CHILD_CAREER_DESC,孩子有了自己的事业和家庭。,Your child has their own career and family now.
OPTION_CHILD_CAREER_A,事业有成但不太亲近,Successful but not very close
OPTION_CHILD_CAREER_B,带着孙子回来看你了,Bringing the grandchild to visit
OPTION_CHILD_CAREER_C,很少回来,Rarely comes back
OPTION_CHILD_CAREER_D,谢谢你的理解,Thank you for understanding
EVENT_SPOUSE_ARGUMENT_NAME,夫妻吵架,Spousal Argument
EVENT_SPOUSE_ARGUMENT_DESC,你们因为一些事情吵架了。,You had an argument about something.
OPTION_SPOUSE_ARG_A,主动道歉,Apologize first
OPTION_SPOUSE_ARG_B,冷战,Cold war
OPTION_SPOUSE_ARG_C,找朋友倾诉,Talk to a friend
EVENT_CHILD_SICK_NAME,孩子发烧了,Child Has a Fever
EVENT_CHILD_SICK_DESC,孩子半夜发烧。,Your child has a fever in the middle of the night.
OPTION_CHILD_SICK_A,立刻送医院,Take to hospital immediately
OPTION_CHILD_SICK_B,先在家观察,Observe at home first
OPTION_CHILD_SICK_C,让配偶去,Let spouse handle it
EVENT_PARENT_MOVE_IN_NAME,父母想搬来同住,Parents Want to Move In
EVENT_PARENT_MOVE_IN_DESC,父母年纪大了，想搬来和你同住。,Your parents are getting older and want to live with you.
OPTION_PARENT_MOVE_IN_A,欢迎,Welcome them
OPTION_PARENT_MOVE_IN_B,在附近租房,Rent nearby
OPTION_PARENT_MOVE_IN_C,委婉拒绝,Politely decline
EVENT_MIDLIFE_CRISIS_NAME,中年危机,Midlife Crisis
EVENT_MIDLIFE_CRISIS_DESC,人到中年，你觉得人生就这样了。,Middle age hits. You feel like this is it.
OPTION_MIDLIFE_A,跟配偶深谈,Have a deep talk with spouse
OPTION_MIDLIFE_B,一个人默默承受,Bear it silently
OPTION_MIDLIFE_C,出去散心,Go out to clear your mind
EVENT_GRANDCHILD_BIRTH_NAME,当爷爷奶奶了,Becoming Grandparents
EVENT_GRANDCHILD_BIRTH_DESC,长子/女生了孩子，你当爷爷奶奶了！,Your child had a baby. You're a grandparent now!
OPTION_GRANDCHILD_A,高兴得不得了,Overjoyed
OPTION_GRANDCHILD_B,帮着带孩子,Help take care of the baby
OPTION_GRANDCHILD_C,不想带,Don't want to babysit
OPTION_REUNION_A,大办,Big celebration
OPTION_REUNION_B,简单吃顿饭,Simple dinner
OPTION_REUNION_C,不聚了,Skip the gathering
EVENT_SPOUSE_RETIREMENT_NAME,配偶退休,Spouse Retires
EVENT_SPOUSE_RETIREMENT_DESC,配偶退休了，忽然闲下来。,Your spouse retires and suddenly has free time.
OPTION_SPOUSE_RETIRE_A,一起规划退休生活,Plan retirement together
OPTION_SPOUSE_RETIRE_B,各过各的,Live separately
OPTION_SPOUSE_RETIRE_C,配偶觉得被冷落,Spouse feels neglected
TRAIT_UNFORGIVABLE_NAME,不可原谅,Unforgivable
TRAIT_UNFORGIVABLE_DESC,你没能赶回来见最后一面,You couldn't make it back in time
TRAIT_HELPLESS_NAME,无能为力,Helpless
TRAIT_HELPLESS_DESC,你实在没有能力帮助,You truly can't afford to help
FAMILY_FATHER_NAME,李建国,Li Jianguo
FAMILY_MOTHER_NAME,王秀英,Wang Xiuying
FAMILY_SPOUSE_NAME,陈雅婷,Chen Yating
FAMILY_FIRST_CHILD_NAME,李天宇,Li Tianyu
FAMILY_SECOND_CHILD_NAME,李雨欣,Li Yuxin
FAMILY_GRANDCHILD_NAME,李小宇,Li Xiaoyu
ENDING_LONELY_END_NAME,孤独终老,Lonely End
ENDING_LONELY_END_DESC,你和家人越走越远，最终独自一人,You drifted apart from family and ended up alone
ENDING_LONELY_END_PHRASE,陌路,Strangers
ENDING_FULFILLED_LIFE_NAME,圆满人生,Fulfilled Life
ENDING_FULFILLED_LIFE_DESC,家庭和睦，人生圆满,"A harmonious family, a fulfilled life"
ENDING_FULFILLED_LIFE_PHRASE,圆满,Fulfilled
SUMMARY_SPOUSE_COMPANION,配偶陪伴左右,Spouse by your side
SUMMARY_CHILDREN_BORN,有了自己的孩子,Had children of your own
SUMMARY_WARM_FAMILY,家庭温暖幸福,A warm and happy family
SUMMARY_LONELY_ENDING,晚年孤独,Lonely in old age
FAMILY_FATHER,父亲,Father
FAMILY_MOTHER,母亲,Mother
FAMILY_SPOUSE,配偶,Spouse
FAMILY_FIRST_CHILD,长子/女,First Child
FAMILY_SECOND_CHILD,次子/女,Second Child
FAMILY_GRANDCHILD,孙辈,Grandchild
REQ_FAMILY_MEMBER_ALIVE,需要%s在世,Requires %s alive
REQ_FAMILY_MEMBER_MET,需要已遇见%s,Requires having met %s
FAMILY_EFFECT_TITLE,家庭变化,Family Changes
FAMILY_HEALTH_CHANGE,%s健康%+d,%s health %+d
FAMILY_ALIVE_TRUE,%s来到身边,%s joins you
FAMILY_ALIVE_FALSE,%s离世,%s passes away
FAMILY_BORN,%s出生了,%s is born
FAMILY_MET,遇见了%s,Met %s
TOWER_ATTACK_TOGGLE,攻击开关,Attack Toggle
BTN_SELECT_TRAIT,选择词条,Select Trait
BTN_CLOSE,关闭,Close
BTN_DEBUG_TEST_MAP,调试测试地图,Debug Test Map
MAP_NAME_MAP_01,初始之路,First Path
MAP_NAME_MAP_SCHOOL,校园,Campus
MAP_NAME_MAP_OFFICE,写字楼,Office
MAP_NAME_MAP_HOSPITAL,医院,Hospital
MAP_NAME_MAP_HOME,家,Home
MAP_NAME_MAP_STREET,街道,Street
MAP_DESC_MAP_01,一条蜿蜒的初始道路,A winding path for beginners
MAP_DESC_MAP_SCHOOL,校园中的战斗,Battle on campus
MAP_DESC_MAP_OFFICE,格子间中的突围,Breakout through cubicles
MAP_DESC_MAP_HOSPITAL,迷宫般的走廊,Maze-like corridors
MAP_DESC_MAP_HOME,温馨的守卫,Cozy defense
MAP_DESC_MAP_STREET,街头的混战,Street skirmish
DIFFICULTY_EASY,简单,Easy
DIFFICULTY_NORMAL,普通,Normal
DIFFICULTY_HARD,困难,Hard
GLOBAL_DIFFICULTY_SELECT,选择难度,Select Difficulty
GLOBAL_DIFFICULTY_DESC,影响所有敌人的属性,Affects all enemy attributes
TERRAIN_SAND,沙地,Sand
TERRAIN_WATER,水域,Water
keys,zh,en
PROFESSION_DOCTOR,医生,Doctor
PROFESSION_TEACHER,教师,Teacher
PROFESSION_CIVIL_SERVANT,公务员,Civil Servant
PROFESSION_ENTREPRENEUR,创业者,Entrepreneur
PROFESSION_NONE,无业,Unemployed
PROFESSION_LOST,失业,Job Lost
PROFESSION_CHANGE,职业变动,Career Change
NPC_RELATION_FAMILY,家人,Family
NPC_RELATION_FRIEND,朋友,Friend
NPC_RELATION_COLLEAGUE,同事,Colleague
NPC_RELATION_SPOUSE,配偶,Spouse
NPC_LIFE_STAGE_CHILD,童年,Childhood
NPC_LIFE_STAGE_YOUTH,青年,Youth
NPC_LIFE_STAGE_ADULT,成年,Adult
NPC_LIFE_STAGE_MIDDLE_AGE,中年,Middle Age
NPC_LIFE_STAGE_ELDERLY,老年,Elderly
NPC_AFFECTION_LOW,关系疏远,Distant
NPC_AFFECTION_MID,关系一般,Neutral
NPC_AFFECTION_HIGH,关系亲密,Close
NPC_FATHER,父亲,Father
NPC_MOTHER,母亲,Mother
EVENT_TITLE_FAMILY_REUNION,家庭聚会,Family Reunion
EVENT_TITLE_FAMILY_CONFLICT,家庭矛盾,Family Conflict
EVENT_TITLE_FAMILY_SUPPORT,家人支持,Family Support
EVENT_TITLE_FAMILY_ILLNESS,家人生病,Family Illness
EVENT_TITLE_FAMILY_CARE,悉心照料,Care
EVENT_TITLE_FAMILY_SCHOOL,家人上学,Family School
EVENT_TITLE_FAMILY_GRADUATION,家人毕业,Family Graduation
EVENT_TITLE_FRIEND_INVITE,朋友邀请,Friend's Invitation
EVENT_TITLE_FRIEND_FAVOR,朋友求助,Friend's Favor
EVENT_TITLE_FRIEND_BETRAYAL,朋友反目,Friend's Betrayal
EVENT_TITLE_FRIEND_REUNION,久别重逢,Reunion
EVENT_TITLE_FAMILY_TOGETHER,一同出行,Outing Together
EVENT_TITLE_FAMILY_FEUD,反目成仇,Falling Out
EVENT_TITLE_FAMILY_WEDDING,家人婚礼,Family Wedding
EVENT_TITLE_FAMILY_RETIREMENT,家人退休,Family Retirement
EVENT_TITLE_FAMILY_PASSING,亲人离世,Passing of Loved One
EVENT_TITLE_FAMILY_INHERITANCE,遗产继承,Inheritance
EVENT_TITLE_FRIEND_BUSINESS,朋友创业,Friend's Startup
EVENT_TITLE_FRIEND_LOAN,朋友借钱,Friend's Loan
EVENT_TITLE_JOB_INTERVIEW,求职面试,Job Interview
EVENT_TITLE_JOB_OFFER,录用通知,Job Offer
EVENT_TITLE_JOB_REJECTION,面试失败,Interview Failed
EVENT_TITLE_PROMOTION,晋升机会,Promotion
EVENT_TITLE_PROMOTION_SUCCESS,晋升成功,Promoted
EVENT_TITLE_PROMOTION_FAIL,晋升失败,Passed Over
EVENT_TITLE_LAYOFF,裁员通知,Layoff Notice
EVENT_TITLE_JOB_SEARCH,寻找工作,Job Hunting
EVENT_TITLE_JOB_SEARCH_SUCCESS,找到新工作,New Job Found
EVENT_TITLE_JOB_SEARCH_FAIL,求职失败,Job Hunt Failed
EVENT_TITLE_CAREER_CHANGE,转行,Career Change
EVENT_TITLE_CODE_OVERTIME,加班赶项目,Overtime
EVENT_TITLE_HOSPITAL_SHIFT,医院值班,Hospital Shift
EVENT_TITLE_STARTUP_IDEA,创业灵感,Startup Idea
EVENT_TITLE_STARTUP_STRUGGLE,创业艰难,Startup Struggle
EVENT_TITLE_STARTUP_SUCCESS,创业成功,Startup Success
EVENT_TITLE_STARTUP_FAILURE,创业失败,Startup Failure
EVENT_TITLE_MENTOR_APPEAR,得遇贵人,Mentor Appears
EVENT_TITLE_MENTOR_GIFT,贵人馈赠,Mentor's Gift
EVENT_TITLE_ACCIDENT,意外事故,Accident
EVENT_TITLE_RECOVERY,康复之路,Recovery
EVENT_TITLE_WINDFALL,意外之财,Windfall
EVENT_TITLE_INVESTMENT_RETURN,投资回报,Investment Return
EVENT_TITLE_MIDLIFE_CRISIS,中年危机,Midlife Crisis
EVENT_TITLE_MIDLIFE_RENEWAL,浴火重生,Phoenix Rising
EVENT_TITLE_EPIPHANY,人生顿悟,Epiphany
EVENT_DESC_FAMILY_REUNION,难得的家庭聚会，大家围坐在一起，气氛温馨。,"A rare family gathering, everyone sitting together in a warm atmosphere."
EVENT_DESC_FAMILY_CONFLICT,家里又吵起来了，矛盾似乎越来越深。,"The family is arguing again, and the conflict seems to be deepening."
EVENT_DESC_FAMILY_SUPPORT,在你最困难的时候，家人伸出了援手。,"In your most difficult moment, your family reached out to help."
EVENT_DESC_FAMILY_ILLNESS,家人突然病倒了，需要一大笔医疗费。,"A family member suddenly fell ill, requiring a large medical expense."
EVENT_DESC_FAMILY_CARE,你日夜守在病床前，悉心照料着家人。,"You watch by the bedside day and night, caring for your family member."
EVENT_DESC_FAMILY_SCHOOL,家人到了上学的年纪，学费是一笔不小的开支。,"A family member has reached school age, and tuition is a significant expense."
EVENT_DESC_FAMILY_GRADUATION,经过多年努力，家人终于毕业了！这是值得庆祝的时刻。,"After years of effort, a family member has finally graduated! A moment worth celebrating."
EVENT_DESC_FRIEND_INVITE,一个新朋友向你发出了邀请，你们聊得很投机。,"A new friend invites you out, and you hit it off well."
EVENT_DESC_FRIEND_FAVOR,朋友遇到了困难，向你求助。,A friend is in trouble and asks for your help.
EVENT_DESC_FRIEND_BETRAYAL,你信任的朋友背叛了你，让你损失惨重。,"A friend you trusted has betrayed you, causing significant loss."
EVENT_DESC_FRIEND_REUNION,多年未见的老朋友突然出现在你面前。,An old friend you haven't seen in years suddenly appears before you.
EVENT_DESC_FAMILY_TOGETHER,全家人决定一起出去走走，享受难得的团聚时光。,"The whole family decides to go out together, enjoying rare quality time."
EVENT_DESC_FAMILY_FEUD,矛盾激化到了极点，家人之间的关系降到了冰点。,"The conflict has escalated to the extreme, and family relations have hit rock bottom."
EVENT_DESC_FAMILY_WEDDING,家人要结婚了！这是一件喜事，但也需要不少花销。,"A family member is getting married! A happy occasion, but also a significant expense."
EVENT_DESC_FAMILY_RETIREMENT,家人终于退休了，辛苦了大半辈子。,A family member has finally retired after a lifetime of hard work.
EVENT_DESC_FAMILY_PASSING,亲人永远地离开了……巨大的悲痛笼罩着你。,A loved one has passed away forever... immense grief overwhelms you.
EVENT_DESC_FAMILY_INHERITANCE,亲人留下了一些遗产，你需要决定如何处理。,"A loved one left some inheritance, and you need to decide how to handle it."
EVENT_DESC_FRIEND_BUSINESS,朋友邀请你一起创业，这是个机会也是个风险。,A friend invites you to start a business together - an opportunity and a risk.
EVENT_DESC_FRIEND_LOAN,朋友开口向你借钱，说是急用。,"A friend asks to borrow money, saying it's urgent."
EVENT_DESC_JOB_INTERVIEW,你获得了一个面试机会，好好准备吧！,"You've got a job interview opportunity, prepare well!"
EVENT_DESC_JOB_OFFER,面试通过了！公司向你发出了录用通知。,The interview passed! The company has sent you a job offer.
EVENT_DESC_JOB_REJECTION,很遗憾，面试没有通过。,"Unfortunately, the interview didn't go well."
EVENT_DESC_PROMOTION,公司有一个晋升机会，你想试试吗？,"There's a promotion opportunity at work, want to try for it?"
EVENT_DESC_PROMOTION_SUCCESS,恭喜你，晋升成功了！新的职位意味着新的挑战。,Congratulations on the promotion! A new position means new challenges.
EVENT_DESC_PROMOTION_FAIL,晋升没有成功，继续努力吧。,"The promotion didn't come through, keep working hard."
EVENT_DESC_LAYOFF,公司裁员了，你也在名单上……,"The company is laying off employees, and you're on the list..."
EVENT_DESC_JOB_SEARCH,失业后你开始积极寻找新工作。,"After losing your job, you start actively searching for a new one."
EVENT_DESC_JOB_SEARCH_SUCCESS,好消息！你找到了一份新工作。,Good news! You've found a new job.
EVENT_DESC_JOB_SEARCH_FAIL,这次求职没有成功，再接再厉。,"This job hunt wasn't successful, keep trying."
EVENT_DESC_CAREER_CHANGE,你开始考虑转行，换一个全新的方向。,You're considering a career change to a completely new direction.
EVENT_DESC_CODE_OVERTIME,项目赶进度，需要加班。身体和工作的平衡是个问题。,The project is behind schedule and requires overtime. Balancing health and work is a challenge.
EVENT_DESC_HOSPITAL_SHIFT,今天又是一个漫长的值班，病人络绎不绝。,"Another long shift today, with an endless stream of patients."
EVENT_DESC_STARTUP_IDEA,你突然有了一个创业的好点子，要不要放手一搏？,You suddenly have a great startup idea. Should you take the leap?
EVENT_DESC_STARTUP_STRUGGLE,创业之路比想象中艰难得多，资金越来越紧张。,"The startup journey is much harder than imagined, funds are running tight."
EVENT_DESC_STARTUP_SUCCESS,你的公司终于盈利了！所有的辛苦都值得了。,Your company is finally profitable! All the hard work was worth it.
EVENT_DESC_STARTUP_FAILURE,公司撑不下去了，创业以失败告终。,"The company can't hold on anymore, the startup has failed."
EVENT_DESC_MENTOR_APPEAR,你遇到了一位贵人，他愿意指点你。,You've met a mentor who is willing to guide you.
EVENT_DESC_MENTOR_GIFT,贵人给了你一份厚礼，帮助你渡过难关。,Your mentor gives you a generous gift to help you through hard times.
EVENT_DESC_ACCIDENT,意外突然降临，你受了伤！,"An accident strikes, and you're injured!"
EVENT_DESC_RECOVERY,经过一段时间的治疗，你正在慢慢康复。,"After a period of treatment, you're slowly recovering."
EVENT_DESC_WINDFALL,你意外获得了一笔钱！怎么使用是个问题。,You unexpectedly received a sum of money! How to use it is the question.
EVENT_DESC_INVESTMENT_RETURN,之前的投资有了丰厚的回报！,Your previous investment has yielded generous returns!
EVENT_DESC_MIDLIFE_CRISIS,人到中年，各种压力接踵而来，你感到前所未有的迷茫。,"In middle age, various pressures come one after another, and you feel unprecedentedly lost."
EVENT_DESC_MIDLIFE_RENEWAL,你决定重新振作，走出低谷！,You decide to pull yourself together and rise from the low point!
EVENT_DESC_EPIPHANY,经历了大半辈子，你突然对人生有了新的领悟。,"After most of your life, you suddenly have a new understanding of life."
OPTION_FAMILY_REUNION_A,积极参与，增进感情,"Participate actively, strengthen bonds"
OPTION_FAMILY_REUNION_B,心不在焉，敷衍了事,"Absent-minded, go through the motions"
OPTION_FAMILY_CONFLICT_A,据理力争，绝不退让,"Stand your ground, never back down"
OPTION_FAMILY_CONFLICT_B,找母亲调解,Ask mother to mediate
OPTION_FAMILY_SUPPORT_A,接受帮助，感恩在心,Accept help with gratitude
OPTION_FAMILY_SUPPORT_B,婉言谢绝，自己扛,"Politely decline, carry the burden alone"
OPTION_FAMILY_ILLNESS_A,倾尽所有治病,Spend everything on treatment
OPTION_FAMILY_ILLNESS_B,无力承担，只能保守治疗,"Can't afford it, opt for conservative treatment"
OPTION_FAMILY_CARE_A,日夜守候，悉心照料,"Watch day and night, care attentively"
OPTION_FAMILY_CARE_B,尽力而为，但也要顾自己,"Do your best, but also take care of yourself"
OPTION_FAMILY_SCHOOL_A,全力支持，交学费,"Fully support, pay the tuition"
OPTION_FAMILY_SCHOOL_B,暂时搁置，等情况好转再说,Put it on hold for now
OPTION_FAMILY_GRADUATION_A,为家人感到骄傲,Feel proud of your family member
OPTION_FAMILY_GRADUATION_B,让家人开始工作补贴家用,Have them start working to help the family
OPTION_FRIEND_INVITE_A,欣然赴约,Gladly accept the invitation
OPTION_FRIEND_INVITE_B,婉拒邀请,Politely decline
OPTION_FRIEND_FAVOR_A,慷慨解囊,Generously help out
OPTION_FRIEND_FAVOR_B,爱莫能助,Unable to help
OPTION_FRIEND_BETRAYAL_A,愤怒反击,Angry counterattack
OPTION_FRIEND_BETRAYAL_B,选择原谅,Choose to forgive
OPTION_FRIEND_REUNION_A,热情相拥，重拾旧谊,"Embrace warmly, renew old friendship"
OPTION_FRIEND_REUNION_B,寒暄几句，各奔东西,"Exchange pleasantries, go separate ways"
OPTION_FAMILY_TOGETHER_A,开心出行，花点钱也值得,"Happy outing, spending a bit is worth it"
OPTION_FAMILY_TOGETHER_B,找借口推脱,Make an excuse to decline
OPTION_FAMILY_FEUD_A,断绝关系,Sever ties
OPTION_FAMILY_FEUD_B,找母亲调解,Ask mother to mediate
